qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_023148_00033|MOBP	NODE_13908_length_4211_cov_0.227870	777	4211	1	777	1269	3599	777	37	95.238	100.0	100.0	plus	0.0	1482	relaxase
CP014946_00017|MOBQ	NODE_19311_length_3565_cov_0.199077	721	3565	147	720	1821	3563	581	103	81.067	80.0	80.0	minus	0.0	930	relaxase
CP012537_00009|MOBQ	NODE_2345_length_10396_cov_1.490628	584	10396	1	584	2257	3996	584	70	87.329	100.0	100.0	minus	0.0	948	relaxase
NC_008388_00006|MOBQ	NODE_23838_length_3201_cov_0.171825	427	3201	1	427	1184	2470	429	26	93.473	100.0	100.0	minus	0.0	725	relaxase
NC_008036_00003|MOBQ	NODE_261_length_34471_cov_0.291516	961	34471	1	961	11013	13907	965	85	90.777	100.0	100.0	minus	0.0	1708	relaxase
CP028477_00051|MOBP	NODE_39_length_97495_cov_0.373270	638	97495	1	638	76037	77974	646	29	94.272	100.0	100.0	minus	0.0	1164	relaxase
CP015441_00197|MOBF	NODE_4452_length_7534_cov_0.689173	1008	7534	104	1008	4820	7534	905	25	97.238	90.0	90.0	minus	0.0	1751	relaxase
NC_008388_00006|MOBQ	NODE_496_length_24231_cov_0.626761	427	24231	73	427	23184	24227	358	44	84.07799999999997	83.0	100.0	minus	2.1399999999999996e-160	497	relaxase
NC_008388_00006|MOBQ	NODE_5756_length_6597_cov_0.267005	427	6597	1	427	1833	3125	431	61	84.919	100.0	100.0	plus	0.0	650	relaxase
NC_020542_00048|MOBQ	NODE_601_length_21648_cov_0.213096	1071	21648	1	1066	12368	15565	1070	81	91.682	99.0	99.0	plus	0.0	1725	relaxase
CP012536_00011|MOBQ	NODE_8989_length_5267_cov_1.890286	748	5267	1	745	1496	3661	745	74	86.98	99.0	99.0	minus	0.0	1301	relaxase
NC_004574_00081|MPF_T	NODE_117880_length_1387_cov_0.072205	106	1387	15	106	234	509	92	2	97.826	87.0	87.0	plus	1.76e-58	182	mate-pair-formation
NC_008042_00056|MPF_T	NODE_122260_length_1361_cov_0.063391	359	1361	1	359	262	1338	359	54	84.958	100.0	100.0	plus	2.1899999999999977e-179	502	mate-pair-formation
NC_004574_00087|MPF_T	NODE_201147_length_1055_cov_0.089958	231	1055	20	231	354	989	212	11	94.811	92.0	92.0	minus	1.7099999999999992e-146	409	mate-pair-formation
NC_008388_00003|MPF_T	NODE_3593_length_8413_cov_0.173563	550	8413	21	550	355	1965	537	30	93.11	96.0	96.0	plus	0.0	1013	mate-pair-formation
NC_022050_00040|MPF_T	NODE_3800_length_8176_cov_0.120837	221	8176	7	221	2142	2786	215	36	83.256	97.0	97.0	plus	1.0899999999999994e-100	316	mate-pair-formation
NC_022050_00041|MPF_T	NODE_3800_length_8176_cov_0.120837	241	8176	18	231	2825	3466	214	40	81.308	89.0	89.0	plus	6.459999999999996e-102	320	mate-pair-formation
NC_008388_00003|MPF_T	NODE_496_length_24231_cov_0.626761	550	24231	21	549	1461	3137	559	48	86.04700000000003	96.0	96.0	plus	0.0	957	mate-pair-formation
NC_004574_00087|MPF_T	NODE_51024_length_2140_cov_0.179324	231	2140	2	231	222	911	230	20	91.304	99.0	99.0	minus	9.019999999999995e-151	432	mate-pair-formation
NC_009955_00053|MPF_T	NODE_51024_length_2140_cov_0.179324	218	2140	2	218	920	1570	217	4	98.157	99.0	99.0	minus	6.819999999999997e-136	394	mate-pair-formation
NC_008388_00003|MPF_T	NODE_5441_length_6801_cov_0.203223	550	6801	1	549	293	1936	549	79	85.428	99.0	99.0	plus	0.0	923	mate-pair-formation
NC_020542_00042|MPF_T	NODE_601_length_21648_cov_0.213096	520	21648	141	519	5007	6143	379	16	95.778	73.0	99.0	minus	0.0	719	mate-pair-formation
NC_020542_00042|MPF_T	NODE_601_length_21648_cov_0.213096	520	21648	1	142	10038	10463	142	17	88.02799999999998	27.0	99.0	minus	6.409999999999997e-70	240	mate-pair-formation
NC_009955_00053|MPF_T	NODE_67716_length_1849_cov_0.116571	218	1849	1	218	522	1175	218	3	98.624	100.0	100.0	minus	9.859999999999992e-140	400	mate-pair-formation
NC_004574_00081|MPF_T	NODE_69392_length_1824_cov_0.191304	106	1824	21	106	3	260	86	2	97.674	81.0	81.0	plus	1.3499999999999999e-52	170	mate-pair-formation
NC_004574_00081|MPF_T	NODE_99757_length_1512_cov_0.215853	106	1512	15	106	1171	1446	92	5	94.565	87.0	87.0	plus	6.259999999999998e-56	177	mate-pair-formation
