qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
001717__CP019309|rep_cluster_392	NODE_9220_length_6011_cov_0.316306	1296	6011	78	1296	1585	2800	1225	215	81.22399999999998	94.0	94.0	minus	0.0	974	replicon
NC_008388_00006|MOBQ	NODE_11047_length_5488_cov_0.253294	427	5488	1	427	3610	4902	431	61	84.919	100.0	100.0	minus	0.0	650	relaxase
CP029764_00015|MOBP	NODE_18471_length_4213_cov_0.097958	772	4213	1	689	2	2068	689	0	100.0	89.0	89.0	minus	0.0	1079	relaxase
NC_023148_00033|MOBP	NODE_2284_length_12084_cov_0.201001	777	12084	1	777	908	3238	777	37	95.238	100.0	100.0	plus	0.0	1482	relaxase
NC_013345_00003|MOBV	NODE_24262_length_3630_cov_0.416029	403	3630	1	127	1	381	127	1	99.213	32.0	100.0	minus	8.829999999999994e-78	257	relaxase
NC_013345_00003|MOBV	NODE_24262_length_3630_cov_0.416029	403	3630	99	403	2716	3630	305	22	92.787	76.0	100.0	minus	0.0	579	relaxase
NC_020542_00048|MOBQ	NODE_404_length_28031_cov_0.464485	1071	28031	1	1066	8225	11422	1070	81	91.682	99.0	99.0	minus	0.0	1725	relaxase
NC_008388_00006|MOBQ	NODE_46492_length_2527_cov_0.141269	427	2527	42	427	1365	2525	387	27	92.765	90.0	90.0	minus	0.0	666	relaxase
NC_008388_00006|MOBQ	NODE_52316_length_2362_cov_0.122846	427	2362	56	427	1240	2361	374	25	92.781	87.0	87.0	minus	0.0	642	relaxase
NC_008388_00006|MOBQ	NODE_545_length_24274_cov_0.630403	427	24274	1	427	9576	10835	430	47	86.04700000000003	100.0	100.0	minus	0.0	616	relaxase
CP015441_00197|MOBF	NODE_595_length_23379_cov_0.781572	1008	23379	1	1008	11805	14828	1008	29	97.123	100.0	100.0	minus	0.0	1931	relaxase
CP025814_00006|MOBQ	NODE_7346_length_6763_cov_0.272809	426	6763	1	328	1882	2865	334	21	90.12	77.0	87.0	plus	1.0499999999999991e-167	516	relaxase
NC_008036_00003|MOBQ	NODE_784_length_20368_cov_0.154078	961	20368	83	961	2	2638	879	79	91.013	91.0	91.0	plus	0.0	1588	relaxase
CP028477_00051|MOBP	NODE_786_length_20340_cov_0.281310	638	20340	1	638	16338	18275	646	29	94.272	100.0	100.0	minus	0.0	1164	relaxase
NC_008036_00003|MOBQ	NODE_8942_length_6106_cov_0.191277	961	6106	1	961	3187	6069	961	84	91.259	100.0	100.0	minus	0.0	1716	relaxase
NC_022050_00040|MPF_T	NODE_131517_length_1406_cov_0.089518	221	1406	7	221	133	777	215	37	82.791	97.0	97.0	plus	4.289999999999998e-108	315	mate-pair-formation
NC_008042_00056|MPF_T	NODE_152381_length_1294_cov_0.076151	359	1294	1	290	1	870	290	34	88.27600000000002	81.0	81.0	minus	7.459999999999996e-141	403	mate-pair-formation
NC_009955_00053|MPF_T	NODE_154870_length_1282_cov_0.093829	218	1282	2	218	87	737	217	2	99.078	99.0	99.0	minus	3.3799999999999975e-141	398	mate-pair-formation
NC_023148_00034|MPF_T	NODE_2284_length_12084_cov_0.201001	667	12084	1	645	3250	5184	645	28	95.659	97.0	97.0	plus	0.0	1178	mate-pair-formation
NC_008042_00056|MPF_T	NODE_2284_length_12084_cov_0.201001	359	12084	1	351	10280	11329	351	44	87.179	98.0	98.0	minus	7.319999999999995e-159	489	mate-pair-formation
NC_004574_00087|MPF_T	NODE_29667_length_3252_cov_0.199175	231	3252	2	231	602	1291	230	20	91.304	99.0	99.0	minus	1.0999999999999993e-146	432	mate-pair-formation
NC_009955_00053|MPF_T	NODE_29667_length_3252_cov_0.199175	218	3252	2	218	1300	1950	217	4	98.157	99.0	99.0	minus	4.289999999999997e-132	394	mate-pair-formation
NC_004574_00081|MPF_T	NODE_38464_length_2810_cov_0.222427	106	2810	15	106	792	1067	92	5	94.565	87.0	87.0	minus	3.67e-54	177	mate-pair-formation
NC_020542_00042|MPF_T	NODE_404_length_28031_cov_0.464485	520	28031	1	142	13327	13752	142	17	88.02799999999998	27.0	99.0	plus	6.77e-70	240	mate-pair-formation
NC_020542_00042|MPF_T	NODE_404_length_28031_cov_0.464485	520	28031	141	519	17647	18783	379	16	95.778	73.0	99.0	plus	0.0	719	mate-pair-formation
NC_007961_00025|MPF_T	NODE_543_length_24329_cov_0.160957	817	24329	1	817	1458	3902	818	153	80.807	100.0	100.0	minus	0.0	1361	mate-pair-formation
NC_008388_00003|MPF_T	NODE_545_length_24274_cov_0.630403	550	24274	21	549	12028	13704	559	48	86.04700000000003	96.0	96.0	plus	0.0	957	mate-pair-formation
NC_022050_00036|MPF_T	NODE_56_length_69116_cov_0.210789	798	69116	1	795	23998	26364	795	122	83.899	99.0	99.0	minus	0.0	1320	mate-pair-formation
NC_008388_00003|MPF_T	NODE_6810_length_7010_cov_0.184923	550	7010	1	549	5101	6717	549	75	84.51700000000002	99.0	99.0	minus	0.0	908	mate-pair-formation
