qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_019394_00097|MPF_I	NODE_4724_length_6901_cov_0.547192	236	6901	1	236	3727	4434	236	2	99.153	100.0	100.0	minus	6.659999999999995e-160	485	mate-pair-formation
NC_019394_00096|MPF_I	NODE_4724_length_6901_cov_0.547192	218	6901	1	218	4434	5087	218	12	94.495	100.0	100.0	minus	9.089999999999996e-138	422	mate-pair-formation
NC_004574_00087|MPF_T	NODE_4753_length_6870_cov_0.400384	231	6870	10	231	1722	2387	222	24	89.189	96.0	96.0	minus	2.5299999999999986e-132	407	mate-pair-formation
NC_009955_00053|MPF_T	NODE_4753_length_6870_cov_0.400384	218	6870	2	218	2419	3069	217	5	97.696	99.0	99.0	minus	1.689999999999999e-127	393	mate-pair-formation
NC_008388_00003|MPF_T	NODE_628_length_25332_cov_0.403321	550	25332	88	550	12335	13735	468	21	94.231	84.0	100.0	minus	0.0	889	mate-pair-formation
NC_004574_00081|MPF_T	NODE_70041_length_1481_cov_0.123734	106	1481	15	106	1136	1411	92	3	96.739	87.0	87.0	plus	9.44e-58	181	mate-pair-formation
NC_004574_00081|MPF_T	NODE_72690_length_1451_cov_0.196746	106	1451	15	106	811	1086	92	5	94.565	87.0	87.0	minus	6.86e-51	163	mate-pair-formation
NC_009955_00053|MPF_T	NODE_8751_length_4813_cov_0.171616	218	4813	2	218	2099	2749	217	8	96.313	99.0	99.0	plus	1.5799999999999992e-127	390	mate-pair-formation
NC_004574_00087|MPF_T	NODE_8751_length_4813_cov_0.171616	231	4813	5	231	2866	3546	227	18	92.07	98.0	98.0	plus	4.1699999999999973e-140	425	mate-pair-formation
NC_019394_00072|MPF_I	NODE_8835_length_4784_cov_0.461259	283	4784	1	283	2828	3676	283	8	97.173	100.0	100.0	plus	0.0	561	mate-pair-formation
