qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
001669__CP014276|rep_cluster_354	NODE_67029_length_1922_cov_0.136039	1317	1922	1	1317	603	1919	1317	19	98.557	100.0	100.0	minus	0.0	2327	replicon
001267__NC_006826_00004|rep_cluster_1840	NODE_7496_length_6356_cov_2.102285	645	6356	1	645	1806	2450	645	40	93.798	100.0	100.0	plus	0.0	970	replicon
002214__JN180627_00016|rep_cluster_736	NODE_7911_length_6167_cov_0.082399	1095	6167	56	1082	4720	5743	1030	190	80.68	94.0	94.0	plus	0.0	791	replicon
001669__CP014276|rep_cluster_354	NODE_855_length_22291_cov_0.139420	1317	22291	1	1315	1849	3163	1318	192	84.977	99.0	99.0	minus	0.0	1332	replicon
002102__AP017658_00105|rep_cluster_647	NODE_8759_length_5815_cov_0.239328	1164	5815	1	1164	925	2088	1164	1	99.914	100.0	100.0	plus	0.0	2145	replicon
002102__AP017658_00105|rep_cluster_647	NODE_8930_length_5743_cov_0.239015	1164	5743	1	1164	1864	3027	1164	110	90.55	100.0	100.0	plus	0.0	1541	replicon
001440__CP020446|rep_cluster_2002	NODE_9261_length_5619_cov_0.146558	306	5619	8	270	701	960	268	38	80.97	86.0	86.0	plus	7.91e-52	200	replicon
001339__KY202458_00009|rep_cluster_1903	NODE_9560_length_5516_cov_0.304043	576	5516	1	576	152	727	576	17	97.049	100.0	100.0	plus	0.0	970	replicon
000453__KU549174_00001|rep_cluster_1172	NODE_9560_length_5516_cov_0.304043	951	5516	1	891	4626	5516	891	0	100.0	94.0	100.0	plus	0.0	1646	replicon
NC_009341_00015|MOBF	NODE_1180_length_18713_cov_0.141668	945	18713	32	945	15971	18712	914	41	95.514	97.0	100.0	minus	0.0	1610	relaxase
AP018520_00059|MOBF	NODE_119_length_63854_cov_0.226194	1014	63854	1	1014	51041	54082	1014	2	99.803	100.0	100.0	plus	0.0	1907	relaxase
CP021183_00056|MOBQ	NODE_1250_length_18125_cov_0.557916	1051	18125	1	1030	9272	12364	1036	142	85.23200000000001	98.0	98.0	minus	0.0	1610	relaxase
NC_020452_00007|MOBQ	NODE_1313_length_17635_cov_0.539975	1116	17635	1	1096	3696	6899	1096	83	89.87200000000001	98.0	98.0	minus	0.0	1820	relaxase
NC_021209_00091|MOBQ	NODE_13367_length_4591_cov_0.125334	1107	4591	1	1107	481	3801	1107	149	86.54	100.0	100.0	plus	0.0	1909	relaxase
NC_008036_00003|MOBQ	NODE_13830_length_4506_cov_0.143408	961	4506	62	961	1805	4504	900	96	89.333	94.0	94.0	minus	0.0	1600	relaxase
NC_008036_00003|MOBQ	NODE_15509_length_4247_cov_0.149711	961	4247	1	961	1350	4232	961	89	90.739	100.0	100.0	minus	0.0	1692	relaxase
CP021184_00025|MOBQ	NODE_1663_length_15348_cov_0.692570	1034	15348	1	1034	3512	6625	1040	188	81.154	100.0	100.0	minus	0.0	1496	relaxase
NC_017386_00037|MOBP	NODE_1748_length_14853_cov_0.206656	690	14853	1	690	8648	10717	690	48	93.043	100.0	100.0	plus	0.0	1199	relaxase
CP014277_00158|MOBQ	NODE_1990_length_13759_cov_0.356003	1251	13759	1	1251	470	4222	1251	9	99.281	100.0	100.0	plus	0.0	2466	relaxase
NC_017386_00037|MOBP	NODE_214_length_45795_cov_0.838498	690	45795	1	690	13269	15329	690	113	83.18799999999997	100.0	100.0	plus	0.0	1111	relaxase
CP013918_00033|MOBQ	NODE_2161_length_13122_cov_1.106734	617	13122	1	617	7693	9543	617	112	81.848	100.0	100.0	plus	0.0	1001	relaxase
NC_008388_00006|MOBQ	NODE_21713_length_3532_cov_0.236819	427	3532	87	427	2496	3530	345	49	84.63799999999998	80.0	80.0	minus	1.6999999999999992e-175	520	relaxase
NC_014007_00175|MOBP	NODE_22100_length_3500_cov_0.108203	579	3500	1	579	575	2311	579	97	83.24700000000001	100.0	100.0	plus	0.0	910	relaxase
NC_016000_00002|MOBQ	NODE_2407_length_12254_cov_0.779844	361	12254	1	343	7377	8414	346	28	91.04	95.0	95.0	minus	4.189999999999997e-177	543	relaxase
CP034356_00070|MOBP	NODE_27400_length_3119_cov_0.621854	259	3119	1	211	3	635	211	10	95.261	81.0	81.0	minus	2.329999999999998e-139	415	relaxase
CP029764_00015|MOBP	NODE_282_length_39280_cov_0.955897	772	39280	1	768	23684	25987	768	1	99.87	99.0	99.0	plus	0.0	1236	relaxase
CP000508_00267|MOBF	NODE_3060_length_10646_cov_0.088272	1980	10646	1	1980	1253	7144	1988	198	88.431	100.0	100.0	plus	0.0	3187	relaxase
NC_020542_00048|MOBQ	NODE_3500_length_9882_cov_0.949300	1071	9882	1	1071	1353	4544	1071	109	89.169	100.0	100.0	plus	0.0	1717	relaxase
NC_008036_00003|MOBQ	NODE_3522_length_9849_cov_0.151077	961	9849	1	961	6919	9801	961	90	90.635	100.0	100.0	minus	0.0	1697	relaxase
NC_008036_00003|MOBQ	NODE_371_length_34763_cov_0.972248	961	34763	1	961	24723	27605	961	0	100.0	100.0	100.0	plus	0.0	1881	relaxase
CP010958_00012|MOBQ	NODE_5247_length_7802_cov_0.534597	996	7802	1	996	4459	7446	996	64	93.574	100.0	100.0	plus	0.0	1669	relaxase
CP041223_00025|MOBF	NODE_698_length_24927_cov_0.419486	1006	24927	1	1006	15329	18352	1008	63	93.552	100.0	100.0	minus	0.0	1872	relaxase
NC_008246_00003|MOBQ	NODE_7496_length_6356_cov_2.102285	435	6356	6	435	4712	5998	430	18	95.581	99.0	100.0	minus	0.0	648	relaxase
NC_008036_00003|MOBQ	NODE_7691_length_6262_cov_0.454649	961	6262	1	961	2326	5220	965	89	90.363	100.0	100.0	plus	0.0	1693	relaxase
CP010958_00012|MOBQ	NODE_8762_length_5814_cov_0.717760	996	5814	1	996	1062	4052	998	166	83.066	100.0	100.0	plus	0.0	1494	relaxase
CP014169_00065|MOBF	NODE_87_length_75913_cov_0.349421	1020	75913	1	1020	51783	54839	1020	176	82.647	100.0	100.0	minus	0.0	1672	relaxase
CP015441_00197|MOBF	NODE_940_length_21128_cov_1.075753	1008	21128	1	1008	16148	19171	1008	29	97.123	100.0	100.0	plus	0.0	1931	relaxase
NC_022050_00040|MPF_T	NODE_108847_length_1476_cov_0.087872	221	1476	1	221	392	1054	221	41	81.44800000000002	100.0	100.0	minus	1.5699999999999995e-107	316	mate-pair-formation
NC_019378_00006|MPF_T	NODE_110_length_67165_cov_0.512450	845	67165	32	836	23423	25837	805	158	80.373	95.0	95.0	plus	0.0	1390	mate-pair-formation
NC_020544_00034|MPF_T	NODE_1250_length_18125_cov_0.557916	559	18125	2	558	13343	15013	557	29	94.794	99.0	99.0	plus	0.0	974	mate-pair-formation
NC_014621_00018|MPF_T	NODE_127_length_62585_cov_0.317239	816	62585	1	807	44395	46815	807	138	82.9	99.0	99.0	plus	0.0	1361	mate-pair-formation
NZ_AGFM01000123_00020|MPF_T	NODE_1283_length_17841_cov_0.179912	638	17841	1	638	2026	3939	638	1	99.843	100.0	100.0	minus	0.0	1206	mate-pair-formation
NZ_AGFM01000123_00017|MPF_T	NODE_1283_length_17841_cov_0.179912	280	17841	1	280	6179	7018	280	0	100.0	100.0	100.0	minus	2.8399999999999984e-157	483	mate-pair-formation
NZ_AGFM01000123_00016|MPF_T	NODE_1283_length_17841_cov_0.179912	227	17841	1	227	7018	7698	227	0	100.0	100.0	100.0	minus	2.0199999999999996e-131	405	mate-pair-formation
NZ_AGFM01000123_00014|MPF_T	NODE_1283_length_17841_cov_0.179912	338	17841	1	338	8042	9055	338	1	99.704	100.0	100.0	minus	1.619999999999999e-152	472	mate-pair-formation
NZ_AGFM01000123_00011|MPF_T	NODE_1283_length_17841_cov_0.179912	794	17841	1	794	10137	12518	794	1	99.874	100.0	100.0	minus	0.0	1604	mate-pair-formation
NC_008388_00003|MPF_T	NODE_1626_length_15535_cov_0.153408	550	15535	21	550	1659	3269	537	30	93.11	96.0	96.0	plus	0.0	1013	mate-pair-formation
NC_014005_00036|MPF_T	NODE_1663_length_15348_cov_0.692570	553	15348	1	551	7590	9239	551	78	85.662	99.0	99.0	plus	0.0	907	mate-pair-formation
NC_014007_00106|MPF_T	NODE_16_length_166981_cov_0.279575	839	166981	10	838	137494	139980	829	136	83.595	99.0	99.0	plus	0.0	1377	mate-pair-formation
NC_014007_00110|MPF_F	NODE_16_length_166981_cov_0.279575	337	166981	33	337	141670	142584	305	37	87.869	91.0	91.0	plus	6.839999999999996e-174	533	mate-pair-formation
NC_014007_00120|MPF_F	NODE_16_length_166981_cov_0.279575	473	166981	15	435	148919	150184	422	60	85.545	89.0	89.0	plus	0.0	744	mate-pair-formation
NC_014621_00013|MPF_T	NODE_1748_length_14853_cov_0.206656	662	14853	1	662	10841	12826	662	27	95.921	100.0	100.0	plus	0.0	1114	mate-pair-formation
NC_004574_00087|MPF_T	NODE_19045_length_3786_cov_0.078926	231	3786	9	231	1162	1830	223	36	83.85700000000001	97.0	97.0	minus	9.009999999999994e-126	382	mate-pair-formation
NC_009955_00053|MPF_T	NODE_19045_length_3786_cov_0.078926	218	3786	1	218	1957	2610	218	31	85.78	100.0	100.0	minus	2.989999999999999e-112	346	mate-pair-formation
NC_009507_00125|MPF_T	NODE_196_length_48948_cov_0.174640	763	48948	1	763	40475	42781	769	107	85.306	100.0	100.0	minus	0.0	1245	mate-pair-formation
NC_009955_00053|MPF_T	NODE_199812_length_1060_cov_0.021852	218	1060	2	218	277	927	217	7	96.774	99.0	99.0	minus	5.1899999999999986e-139	390	mate-pair-formation
NC_014621_00013|MPF_T	NODE_214_length_45795_cov_0.838498	662	45795	1	662	42257	44239	663	93	85.52	100.0	100.0	plus	0.0	1017	mate-pair-formation
NC_020544_00034|MPF_T	NODE_21547_length_3546_cov_0.581375	559	3546	1	558	770	2443	558	45	91.935	99.0	99.0	plus	0.0	959	mate-pair-formation
NC_014007_00169|MPF_T	NODE_2247_length_12766_cov_0.226573	812	12766	1	725	3	2177	725	56	92.276	89.0	89.0	minus	0.0	1248	mate-pair-formation
NC_014007_00174|MPF_T	NODE_2247_length_12766_cov_0.226573	667	12766	1	667	7569	9551	667	90	85.60700000000001	100.0	100.0	minus	0.0	1070	mate-pair-formation
NC_016000_00017|MPF_T	NODE_2407_length_12254_cov_0.779844	514	12254	18	513	8937	10424	496	14	97.177	96.0	96.0	plus	0.0	979	mate-pair-formation
NC_014621_00013|MPF_T	NODE_3266_length_10285_cov_0.187709	662	10285	1	662	530	2518	663	111	83.10700000000001	100.0	100.0	minus	0.0	1007	mate-pair-formation
NC_023148_00034|MPF_T	NODE_45848_length_2358_cov_0.058433	667	2358	1	645	54	1988	645	31	95.194	97.0	97.0	plus	0.0	1176	mate-pair-formation
NC_004574_00081|MPF_T	NODE_49280_length_2267_cov_0.113469	106	2267	15	106	859	1134	92	4	95.652	87.0	87.0	plus	4.22e-55	179	mate-pair-formation
NC_014007_00106|MPF_T	NODE_4_length_278541_cov_0.660511	839	278541	1	833	215368	217863	833	122	85.234	99.0	99.0	plus	0.0	1414	mate-pair-formation
NC_014007_00110|MPF_F	NODE_4_length_278541_cov_0.660511	337	278541	33	337	219161	220075	305	33	89.18	91.0	91.0	plus	2.189999999999998e-178	546	mate-pair-formation
NC_014007_00120|MPF_F	NODE_4_length_278541_cov_0.660511	473	278541	15	435	226420	227685	422	57	86.256	89.0	89.0	plus	0.0	739	mate-pair-formation
NC_014005_00036|MPF_T	NODE_5071_length_7959_cov_2.234987	553	7959	13	553	4613	6235	541	16	97.043	98.0	98.0	plus	0.0	1023	mate-pair-formation
NC_015727_00501|MPF_T	NODE_511_length_29277_cov_0.238776	528	29277	1	451	139	1491	451	57	87.361	85.0	85.0	minus	0.0	759	mate-pair-formation
NC_014005_00036|MPF_T	NODE_5247_length_7802_cov_0.534597	553	7802	1	552	1329	2981	552	64	88.225	99.0	99.0	minus	0.0	944	mate-pair-formation
NC_002682_00250|MPF_T	NODE_5415_length_7662_cov_0.975539	659	7662	1	546	3	1640	546	97	82.234	83.0	83.0	minus	0.0	923	mate-pair-formation
NC_008042_00056|MPF_T	NODE_7213_length_6499_cov_0.105000	359	6499	1	359	1127	2203	360	48	86.111	100.0	100.0	plus	1.7399999999999986e-162	499	mate-pair-formation
NC_008388_00003|MPF_T	NODE_7837_length_6198_cov_0.153468	550	6198	101	549	1	1344	449	41	90.646	82.0	82.0	plus	0.0	823	mate-pair-formation
NC_021209_00088|MPF_T	NODE_796_length_23222_cov_0.137655	645	23222	1	642	20925	22850	642	81	87.383	99.0	99.0	minus	0.0	1122	mate-pair-formation
NC_009507_00285|MPF_T	NODE_87_length_75913_cov_0.349421	864	75913	5	864	14393	16972	860	108	87.44200000000002	99.0	99.0	plus	0.0	1540	mate-pair-formation
NC_009507_00291|MPF_F	NODE_87_length_75913_cov_0.349421	340	75913	21	340	19503	20462	320	19	94.062	94.0	94.0	plus	0.0	637	mate-pair-formation
NC_020562_00040|MPF_F	NODE_87_length_75913_cov_0.349421	248	75913	23	245	20544	21212	223	39	82.51100000000002	90.0	90.0	plus	4.1299999999999986e-123	383	mate-pair-formation
NC_009507_00297|MPF_F	NODE_87_length_75913_cov_0.349421	487	75913	14	487	24197	25618	474	69	85.443	97.0	97.0	plus	0.0	830	mate-pair-formation
NC_020562_00047|MPF_T	NODE_88_length_75375_cov_0.264440	863	75375	1	863	21159	23747	863	123	85.74700000000001	100.0	100.0	plus	0.0	1506	mate-pair-formation
NC_009507_00291|MPF_F	NODE_88_length_75375_cov_0.264440	340	75375	29	340	26259	27194	312	21	93.269	92.0	92.0	plus	0.0	627	mate-pair-formation
NC_020562_00037|MPF_F	NODE_88_length_75375_cov_0.264440	309	75375	33	307	31344	32168	275	42	84.727	89.0	89.0	plus	2.679999999999998e-153	473	mate-pair-formation
