qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_022050_00036|MPF_T	NODE_20_length_109772_cov_0.212969	798	109772	1	795	82740	85106	795	122	83.899	99.0	99.0	plus	0.0	1320	mate-pair-formation
NC_022050_00065|MPF_T	NODE_20_length_109772_cov_0.212969	649	109772	28	558	108178	109770	531	81	84.74600000000002	82.0	82.0	minus	0.0	837	mate-pair-formation
NC_008388_00003|MPF_T	NODE_257_length_24285_cov_0.650996	550	24285	21	549	15152	16828	559	48	86.04700000000003	96.0	96.0	plus	0.0	957	mate-pair-formation
NC_008388_00003|MPF_T	NODE_3406_length_6269_cov_0.218639	550	6269	104	549	4933	6267	446	41	90.583	81.0	81.0	minus	0.0	817	mate-pair-formation
NC_008388_00003|MPF_T	NODE_391_length_18726_cov_0.219305	550	18726	135	550	1	1254	418	22	94.258	76.0	96.0	plus	0.0	797	mate-pair-formation
NC_009955_00053|MPF_T	NODE_42922_length_2074_cov_0.208101	218	2074	2	218	65	715	217	4	98.157	99.0	99.0	plus	3.579999999999998e-136	394	mate-pair-formation
NC_004574_00087|MPF_T	NODE_42922_length_2074_cov_0.208101	231	2074	2	231	724	1413	230	20	91.304	99.0	99.0	plus	4.589999999999998e-151	432	mate-pair-formation
NC_023148_00034|MPF_T	NODE_5713_length_5011_cov_0.116653	667	5011	1	627	2374	4251	630	98	83.333	94.0	94.0	plus	0.0	999	mate-pair-formation
NC_004574_00087|MPF_T	NODE_58600_length_1795_cov_0.069575	231	1795	20	231	50	685	212	11	94.811	92.0	92.0	minus	4.6499999999999985e-143	409	mate-pair-formation
NC_009955_00053|MPF_T	NODE_58600_length_1795_cov_0.069575	218	1795	2	218	748	1398	217	4	98.157	99.0	99.0	minus	5.949999999999995e-138	395	mate-pair-formation
NC_004574_00081|MPF_T	NODE_9745_length_3993_cov_0.207499	106	3993	15	106	1846	2121	92	5	94.565	87.0	87.0	plus	4.12e-54	177	mate-pair-formation
