qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP010360_00062|MOBP	NODE_12769_length_4586_cov_0.136394	667	4586	15	664	267	2210	650	81	87.23100000000002	97.0	97.0	plus	0.0	1020	relaxase
NC_004954_00022|MOBP	NODE_186470_length_1169_cov_0.050467	307	1169	1	289	157	1020	289	25	91.003	94.0	94.0	minus	1.7099999999999993e-174	484	relaxase
AP012223_00131|MOBP	NODE_26862_length_3211_cov_0.082584	373	3211	18	373	3	1070	356	4	98.876	95.0	95.0	plus	0.0	645	relaxase
CP010360_00062|MOBP	NODE_26_length_81341_cov_0.360565	667	81341	13	663	24178	26118	651	89	85.714	98.0	98.0	plus	0.0	994	relaxase
CP025814_00006|MOBQ	NODE_41290_length_2586_cov_0.183353	426	2586	1	426	1062	2297	426	27	90.376	100.0	100.0	minus	0.0	610	relaxase
CP022750_00078|MOBP	NODE_4205_length_7718_cov_0.091351	368	7718	1	349	607	1653	349	17	95.129	95.0	95.0	plus	0.0	647	relaxase
CP032092_00035|MOBH	NODE_5702_length_6694_cov_0.107809	747	6694	1	747	2260	4500	747	14	98.126	100.0	100.0	minus	0.0	1408	relaxase
CP010723_00015|MOBQ	NODE_62321_length_2092_cov_0.096839	340	2092	1	340	215	1234	340	6	98.235	100.0	100.0	plus	0.0	627	relaxase
NC_008246_00003|MOBQ	NODE_7473_length_5903_cov_0.226396	435	5903	6	434	241	1524	429	33	92.075	99.0	99.0	minus	0.0	623	relaxase
NC_020542_00048|MOBQ	NODE_773_length_16265_cov_0.226834	1071	16265	1	1071	10852	14043	1071	109	89.169	100.0	100.0	minus	0.0	1717	relaxase
CP009573_00015|MOBQ	NODE_8609_length_5535_cov_0.120125	980	5535	1	980	2400	5324	984	126	85.874	100.0	100.0	minus	0.0	1638	relaxase
CP005091_00009|MOBQ	NODE_9822_length_5197_cov_0.073951	354	5197	1	317	173	1123	317	36	88.64399999999998	90.0	90.0	plus	7.429999999999994e-164	496	relaxase
NC_022050_00041|MPF_T	NODE_123870_length_1456_cov_0.038320	241	1456	18	231	554	1195	214	41	80.84100000000002	89.0	89.0	minus	4.249999999999998e-109	319	mate-pair-formation
NC_022344_00321|MPF_T	NODE_123_length_39500_cov_0.153397	667	39500	15	667	33950	35908	653	87	86.677	98.0	98.0	plus	0.0	1073	mate-pair-formation
NZ_AGFM01000123_00014|MPF_T	NODE_13990_length_4387_cov_0.092584	338	4387	1	338	1910	2923	338	2	99.408	100.0	100.0	plus	2.9299999999999977e-156	470	mate-pair-formation
NZ_AGFM01000123_00016|MPF_T	NODE_13990_length_4387_cov_0.092584	227	4387	1	227	3267	3947	227	0	100.0	100.0	100.0	plus	6.489999999999996e-134	405	mate-pair-formation
NC_020562_00040|MPF_F	NODE_25825_length_3272_cov_0.071856	248	3272	23	245	2500	3168	223	39	82.51100000000002	90.0	90.0	minus	1.789999999999999e-127	383	mate-pair-formation
NC_020562_00037|MPF_F	NODE_26432_length_3236_cov_0.074912	309	3236	1	307	1211	2131	307	59	80.782	99.0	99.0	minus	9.299999999999992e-171	498	mate-pair-formation
NC_022344_00321|MPF_T	NODE_26_length_81341_cov_0.360565	667	81341	1	667	41659	43665	669	57	91.181	100.0	100.0	plus	0.0	1121	mate-pair-formation
NC_022344_00326|MPF_T	NODE_26_length_81341_cov_0.360565	816	81341	1	792	45842	48229	796	85	88.819	97.0	97.0	plus	0.0	1405	mate-pair-formation
NC_022344_00330|MPF_T	NODE_26_length_81341_cov_0.360565	234	81341	1	234	50771	51472	234	26	88.889	100.0	100.0	plus	3.989999999999998e-143	438	mate-pair-formation
NC_022344_00331|MPF_T	NODE_26_length_81341_cov_0.360565	334	81341	1	334	51472	52470	334	35	89.22200000000002	100.0	100.0	plus	2.9099999999999985e-156	481	mate-pair-formation
NZ_AGFM01000123_00020|MPF_T	NODE_31819_length_2950_cov_0.095756	638	2950	35	638	1139	2950	604	0	100.0	95.0	95.0	minus	0.0	1191	mate-pair-formation
NC_014005_00036|MPF_T	NODE_34613_length_2829_cov_0.210256	553	2829	13	553	88	1710	541	16	97.043	98.0	98.0	plus	0.0	1019	mate-pair-formation
