qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_019394_00097|MPF_I	NODE_12672_length_4201_cov_0.116529	236	4201	1	236	3402	4109	236	2	99.153	100.0	100.0	minus	4.559999999999998e-164	485	mate-pair-formation
NC_014005_00036|MPF_T	NODE_1720_length_11212_cov_0.330064	553	11212	1	552	3333	4985	552	64	88.225	99.0	99.0	minus	0.0	944	mate-pair-formation
NC_009507_00292|MPF_F	NODE_30087_length_2701_cov_0.078786	247	2701	23	244	487	1152	222	24	89.189	90.0	90.0	minus	1.6399999999999993e-140	412	mate-pair-formation
NC_009507_00291|MPF_F	NODE_30087_length_2701_cov_0.078786	340	2701	21	340	1234	2193	320	14	95.625	94.0	94.0	minus	0.0	641	mate-pair-formation
NC_019394_00096|MPF_I	NODE_4060_length_7336_cov_0.151444	218	7336	1	194	1	582	194	11	94.33	89.0	89.0	minus	2.449999999999999e-121	375	mate-pair-formation
NC_009507_00291|MPF_F	NODE_4697_length_6865_cov_0.146468	340	6865	29	340	665	1600	312	21	93.269	92.0	92.0	minus	0.0	627	mate-pair-formation
NC_020562_00047|MPF_T	NODE_4697_length_6865_cov_0.146468	863	6865	1	863	4112	6700	863	123	85.74700000000001	100.0	100.0	minus	0.0	1506	mate-pair-formation
NC_020562_00037|MPF_F	NODE_7436_length_5477_cov_0.137598	309	5477	33	307	3505	4329	275	42	84.727	89.0	89.0	plus	2.5599999999999986e-155	473	mate-pair-formation
NC_009507_00297|MPF_F	NODE_91985_length_1500_cov_0.077088	487	1500	14	487	62	1483	474	69	85.443	97.0	97.0	plus	0.0	832	mate-pair-formation
NC_014007_00120|MPF_F	NODE_99120_length_1444_cov_0.080297	473	1444	34	435	236	1441	402	52	87.065	85.0	85.0	minus	0.0	714	mate-pair-formation
